,transaction_date,customer_id,description,stock_code,invoice_no,quantity,sales,unit_price
6370,4/11/2021 13:55,13089.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,549696,2,153.0,76.5
6371,4/11/2021 14:00,13668.0,Indoor Pet Camera,22502,549705,1,35.7,35.7
6372,4/11/2021 14:07,13654.0,Pet Grooming Brush,20725,549711,2,19.8,9.9
6373,4/11/2021 14:11,17611.0,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,549713,1,12.48,12.48
6374,4/11/2021 14:43,14628.0,Dog and Puppy Pads,85123A,549716,2,35.4,17.7
6375,4/11/2021 15:59,17236.0,Pet Odor Eliminator,84879,549722,1,10.14,10.14
6376,4/11/2021 15:59,17236.0,Rechargeable Pet Nail Grinder,22960,549722,1,25.5,25.5
6377,4/11/2021 16:17,13634.0,Earth Rated Dog Poop Bags,85099B,549729,1,12.48,12.48
6378,4/11/2021 16:17,13634.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,549729,1,29.7,29.7
6379,4/11/2021 16:17,13634.0,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,549729,1,12.48,12.48
6380,4/11/2021 16:17,13634.0,Pet Odor Eliminator,84879,549729,2,20.28,10.14
6381,4/11/2021 16:35,15867.0,Pet Odor Eliminator,84879,549730,2,20.28,10.14
6382,4/11/2021 16:35,15867.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,549730,1,76.5,76.5
6383,4/11/2021 16:47,15615.0,Pet Grooming Brush,20725,549732,2,19.8,9.9
6384,4/11/2021 16:56,17827.0,Dog and Puppy Pads,85123A,549733,1,17.7,17.7
6385,4/11/2021 16:56,17827.0,Pet Odor Eliminator,84879,549733,2,20.28,10.14
6386,4/11/2021 17:12,16409.0,Dog and Puppy Pads,85123A,549734,1,17.7,17.7
6387,4/12/2021 8:42,13824.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,549735,9,224.1,24.9
6388,4/12/2021 8:42,13824.0,Pet Grooming Brush,20725,549735,2,19.8,9.9
6389,4/12/2021 9:02,13599.0,Pet Odor Eliminator,84879,549736,3,30.42,10.14
6390,4/12/2021 9:28,,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,549738,1,76.5,76.5
6391,4/12/2021 9:53,13655.0,Indoor Pet Camera,22502,549741,1,35.7,35.7
6392,4/12/2021 10:05,16186.0,Pet Odor Eliminator,84879,549743,2,20.28,10.14
6393,4/12/2021 10:30,15240.0,Dog and Puppy Pads,85123A,549744,1,17.7,17.7
6394,4/12/2021 10:33,13577.0,Earth Rated Dog Poop Bags,85099B,549745,2,23.4,11.7
6395,4/12/2021 10:33,13577.0,Pet Grooming Brush,20725,549745,2,19.8,9.9
6396,4/12/2021 10:42,17428.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,549748,3,197.1,65.7
6397,4/12/2021 10:45,12928.0,Dog and Puppy Pads,85123A,549749,1,17.7,17.7
6398,4/12/2021 10:45,12928.0,Earth Rated Dog Poop Bags,85099B,549749,2,24.96,12.48
6399,4/12/2021 10:45,12928.0,Pet Grooming Brush,20725,549749,2,19.8,9.9
6400,4/12/2021 10:48,18109.0,UltraSound Dog Barking Deterrent,22720,549750,1,29.7,29.7
6401,4/12/2021 10:58,13089.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,549751,2,153.0,76.5
6402,4/12/2021 11:43,14669.0,Sheba Perfect Portions Pat Wet Cat Food,22197,549771,1,5.1,5.1
6403,4/12/2021 11:43,14669.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,549771,1,76.5,76.5
6404,4/12/2021 11:50,16558.0,Rechargeable Pet Nail Grinder,22960,,0,0.0,25.5
6405,4/12/2021 11:59,13098.0,Rechargeable Pet Nail Grinder,22960,,0,0.0,25.5
6406,4/12/2021 12:00,17160.0,Pet Grooming Brush,20725,549789,2,19.8,9.9
6407,4/12/2021 12:02,16172.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,549790,1,29.7,29.7
6408,4/12/2021 12:02,16172.0,Pet Odor Eliminator,84879,549790,2,20.28,10.14
6409,4/12/2021 12:16,17972.0,Indoor Pet Camera,22502,549813,1,35.7,35.7
6410,4/12/2021 12:16,17972.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,549813,1,29.7,29.7
6411,4/12/2021 12:35,12854.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,76.5
6412,4/12/2021 12:53,15044.0,Dog and Puppy Pads,85123A,549826,3,53.1,17.7
6413,4/12/2021 12:53,15044.0,NexGard Chew for Dogs,82484,549826,1,47.7,47.7
6414,4/12/2021 13:10,14844.0,Earth Rated Dog Poop Bags,85099B,549831,17,182.58,10.74
6415,4/12/2021 13:10,14844.0,Rechargeable Pet Nail Grinder,22960,549831,1,25.5,25.5
6416,4/12/2021 13:10,14844.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,549831,1,76.5,76.5
6417,4/12/2021 13:10,17278.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,549832,1,29.7,29.7
6418,4/12/2021 13:10,17278.0,Rechargeable Pet Nail Grinder,22960,549832,1,25.5,25.5
6419,4/12/2021 13:19,13458.0,Dog and Puppy Pads,85123A,549833,6,91.8,15.3
6420,4/12/2021 13:19,13458.0,Pet Odor Eliminator,84879,549833,3,30.42,10.14
6421,4/12/2021 13:19,13458.0,Sheba Perfect Portions Pat Wet Cat Food,22197,549833,4,20.4,5.1
6422,4/12/2021 13:24,17511.0,Dog and Puppy Pads,85123A,549835,6,91.8,15.3
6423,4/12/2021 13:32,16814.0,UltraSound Dog Barking Deterrent,22720,549836,1,29.7,29.7
6424,4/12/2021 13:38,16705.0,Dog and Puppy Pads,85123A,549837,11,168.3,15.3
6425,4/12/2021 13:38,16705.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,549837,9,224.1,24.9
6426,4/12/2021 13:38,16705.0,NexGard Chew for Dogs,82484,549837,1,47.7,47.7
6427,4/12/2021 13:38,16705.0,Rechargeable Pet Nail Grinder,22960,549837,2,45.0,22.5
6428,4/12/2021 14:04,13157.0,Pet Grooming Brush,20725,549843,4,39.6,9.9
6429,4/12/2021 14:17,12854.0,Dog and Puppy Pads,85123A,549844,1,17.7,17.7
6430,4/12/2021 14:17,12854.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,549844,1,29.7,29.7
6431,4/12/2021 14:17,12854.0,Pet Odor Eliminator,84879,549844,14,141.96,10.14
6432,4/12/2021 14:22,16729.0,Dog and Puppy Pads,85123A,549845,2,35.4,17.7
6433,4/12/2021 14:22,16729.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,549845,1,29.7,29.7
6434,4/12/2021 14:22,16729.0,Pet Odor Eliminator,84879,549845,7,70.98,10.14
6435,4/12/2021 14:43,15358.0,Indoor Pet Camera,22502,549847,1,35.7,35.7
6436,4/12/2021 15:08,14289.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,549852,1,76.5,76.5
6437,4/12/2021 15:30,14032.0,Sheba Perfect Portions Pat Wet Cat Food,22197,549881,4,20.4,5.1
6438,4/12/2021 15:30,15932.0,NexGard Chew for Dogs,82484,549880,2,81.0,40.5
6439,4/12/2021 15:32,17204.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,549885,1,29.7,29.7
6440,4/12/2021 16:17,14006.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,549902,1,29.7,29.7
6441,4/12/2021 16:19,17576.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,549903,1,76.5,76.5
6442,4/12/2021 16:21,17576.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,76.5
6443,4/12/2021 16:28,14998.0,Pet Grooming Brush,20725,549906,1,9.9,9.9
6444,4/12/2021 16:28,14998.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,549906,1,76.5,76.5
6445,4/12/2021 16:39,13324.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,65.7
6446,4/12/2021 16:43,15777.0,Dog and Puppy Pads,85123A,549909,6,91.8,15.3
6447,4/12/2021 16:43,15777.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,549909,1,76.5,76.5
6448,4/12/2021 17:12,16697.0,Indoor Pet Camera,22502,549910,1,35.7,35.7
6449,4/13/2021 9:02,15737.0,Pet Grooming Brush,20725,,0,0.0,9.9
6450,4/13/2021 9:32,14931.0,Rechargeable Pet Nail Grinder,22960,549914,2,45.0,22.5
6451,4/13/2021 9:32,18231.0,Dog and Puppy Pads,85123A,549915,1,17.7,17.7
6452,4/13/2021 9:39,13717.0,Pet Odor Eliminator,84879,549916,2,20.28,10.14
6453,4/13/2021 9:39,13717.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,549916,1,76.5,76.5
6454,4/13/2021 9:48,17017.0,Rechargeable Pet Nail Grinder,22960,549918,1,25.5,25.5
6455,4/13/2021 9:48,17017.0,Sheba Perfect Portions Pat Wet Cat Food,22197,549918,4,20.4,5.1
6456,4/13/2021 9:53,15109.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,76.5
6457,4/13/2021 9:55,15674.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,76.5
6458,4/13/2021 9:59,13138.0,Pet Odor Eliminator,84879,549923,2,20.28,10.14
6459,4/13/2021 10:10,16837.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,549924,1,76.5,76.5
6460,4/13/2021 10:19,16684.0,Rechargeable Pet Nail Grinder,22960,549927,12,270.0,22.5
6461,4/13/2021 10:19,16684.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,549927,10,657.0,65.7
6462,4/13/2021 10:40,13534.0,Pet Grooming Brush,20725,549932,2,19.8,9.9
6463,4/13/2021 11:04,15230.0,Dog and Puppy Pads,85123A,549933,1,17.7,17.7
6464,4/13/2021 11:04,15230.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,549933,2,59.4,29.7
6465,4/13/2021 11:05,15134.0,Dog and Puppy Pads,85123A,549934,1,17.7,17.7
6466,4/13/2021 11:29,15465.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,549936,6,394.2,65.7
6467,4/13/2021 11:40,15046.0,Pet Odor Eliminator,84879,549937,14,141.96,10.14
6468,4/13/2021 12:09,13544.0,ProBiotic Supplements for Dogs,79321,549943,1,34.5,34.5
6469,4/13/2021 12:09,13544.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,549943,1,76.5,76.5
6470,4/13/2021 12:44,17819.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,549946,1,29.7,29.7
6471,4/13/2021 12:44,17819.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,549946,3,197.1,65.7
6472,4/13/2021 12:47,18260.0,Pet Odor Eliminator,84879,549947,4,40.56,10.14
6473,4/13/2021 12:47,18260.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,549947,1,76.5,76.5
6474,4/13/2021 12:57,13134.0,Dog and Puppy Pads,85123A,549951,1,17.7,17.7
6475,4/13/2021 12:57,13134.0,Earth Rated Dog Poop Bags,85099B,549951,2,24.96,12.48
6476,4/13/2021 12:57,13134.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,549951,1,29.7,29.7
6477,4/13/2021 12:57,13134.0,Rechargeable Pet Nail Grinder,22960,549951,1,25.5,25.5
6478,4/13/2021 12:57,13134.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,549951,1,76.5,76.5
6479,4/13/2021 12:57,13208.0,Pet Odor Eliminator,84879,549949,2,20.28,10.14
6480,4/13/2021 13:15,12766.0,Pet Grooming Brush,20725,549953,2,19.8,9.9
6481,4/13/2021 13:42,14898.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,549956,1,29.7,29.7
6482,4/13/2021 13:42,14898.0,Pet Odor Eliminator,84879,549956,3,30.42,10.14
6483,4/13/2021 13:47,17589.0,Indoor Pet Camera,22502,549958,1,35.7,35.7
6484,4/13/2021 13:49,16652.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,76.5
6485,4/13/2021 13:51,16652.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,0,0.0,65.7
6486,4/13/2021 13:51,16652.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,549961,1,76.5,76.5
6487,4/13/2021 14:12,13122.0,Dog and Puppy Pads,85123A,549964,1,17.7,17.7
6488,4/13/2021 14:31,17746.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,549974,1,76.5,76.5
6489,4/13/2021 14:38,16175.0,Dog and Puppy Pads,85123A,549975,2,35.4,17.7
6490,4/13/2021 14:39,15855.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,549976,1,29.7,29.7
6491,4/13/2021 14:54,14810.0,Pet Grooming Brush,20725,549977,1,9.9,9.9
6492,4/13/2021 15:00,14834.0,Pet Odor Eliminator,84879,549978,3,30.42,10.14
6493,4/13/2021 15:52,17091.0,Earth Rated Dog Poop Bags,85099B,549982,2,24.96,12.48
6494,4/13/2021 15:52,17091.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,549982,1,29.7,29.7
6495,4/13/2021 15:52,17091.0,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,549982,2,24.96,12.48
6496,4/13/2021 15:52,17091.0,Pet Grooming Brush,20725,549982,2,19.8,9.9
6497,4/13/2021 15:55,16348.0,Sheba Perfect Portions Pat Wet Cat Food,22197,549983,1,5.1,5.1
6498,4/13/2021 15:57,15147.0,Indoor Pet Camera,22502,549984,1,35.7,35.7
6499,4/13/2021 15:58,15640.0,Dog and Puppy Pads,85123A,549985,6,91.8,15.3
6500,4/13/2021 15:58,15640.0,Earth Rated Dog Poop Bags,85099B,549985,4,49.92,12.48
6501,4/13/2021 16:43,14367.0,Indoor Pet Camera,22502,549988,1,35.7,35.7
6502,4/13/2021 17:31,16678.0,Rechargeable Pet Nail Grinder,22960,549990,1,25.5,25.5
6503,4/14/2021 8:13,18229.0,Canned Cat Food,21137,549991,2,45.0,22.5
6504,4/14/2021 8:13,18229.0,Rechargeable Pet Nail Grinder,22960,549991,2,45.0,22.5
6505,4/14/2021 8:32,16131.0,Dog and Puppy Pads,85123A,549995,6,91.8,15.3
6506,4/14/2021 8:32,16131.0,Pet Odor Eliminator,84879,549995,6,60.84,10.14
6507,4/14/2021 8:32,16131.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,549995,1,76.5,76.5
6508,4/14/2021 8:45,15189.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,549996,6,394.2,65.7
6509,4/14/2021 8:49,17675.0,Dog and Puppy Pads,85123A,549998,6,91.8,15.3
6510,4/14/2021 8:49,17675.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,549998,2,59.4,29.7
6511,4/14/2021 8:49,17675.0,Pet Odor Eliminator,84879,549998,11,111.54,10.14
6512,4/14/2021 9:09,15813.0,Rechargeable Pet Nail Grinder,22960,549999,1,25.5,25.5
6513,4/14/2021 9:09,15813.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,549999,3,197.1,65.7
6514,4/14/2021 9:18,17058.0,Indoor Pet Camera,22502,550000,1,35.7,35.7
6515,4/14/2021 9:18,17058.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,550000,1,29.7,29.7
6516,4/14/2021 9:18,17058.0,Pet Odor Eliminator,84879,550000,2,20.28,10.14
6517,4/14/2021 9:28,17704.0,Dog and Puppy Pads,85123A,550001,3,53.1,17.7
6518,4/14/2021 9:28,17704.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,550001,3,89.1,29.7
6519,4/14/2021 9:43,14428.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,550003,1,76.5,76.5
6520,4/14/2021 10:10,17841.0,Earth Rated Dog Poop Bags,85099B,550006,1,12.48,12.48
6521,4/14/2021 10:17,15570.0,Dog and Puppy Pads,85123A,550008,1,17.7,17.7
6522,4/14/2021 10:17,15570.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,550008,1,29.7,29.7
6523,4/14/2021 10:17,15570.0,NexGard Chew for Dogs,82484,550008,1,47.7,47.7
6524,4/14/2021 10:17,15570.0,Pet Odor Eliminator,84879,550008,3,30.42,10.14
6525,4/14/2021 10:40,,Rechargeable Pet Nail Grinder,22960,550011,1,25.5,25.5
6526,4/14/2021 10:54,15416.0,Pet Odor Eliminator,84879,550016,4,40.56,10.14
6527,4/14/2021 11:19,13089.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,,-1,-76.5,76.5
6528,4/14/2021 11:32,13629.0,Earth Rated Dog Poop Bags,85099B,550031,17,182.58,10.74
6529,4/14/2021 11:45,15005.0,Dog and Puppy Pads,85123A,550033,1,17.7,17.7
6530,4/14/2021 11:45,15005.0,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,550033,1,12.48,12.48
6531,4/14/2021 11:48,15039.0,Earth Rated Dog Poop Bags,85099B,550035,2,24.96,12.48
6532,4/14/2021 11:48,15039.0,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,550035,2,24.96,12.48
6533,4/14/2021 11:48,16187.0,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,550034,2,24.96,12.48
6534,4/14/2021 11:48,16187.0,Pet Odor Eliminator,84879,550034,3,30.42,10.14
6535,4/14/2021 12:00,14040.0,Earth Rated Dog Poop Bags,85099B,550054,2,24.96,12.48
6536,4/14/2021 12:00,14040.0,Pet Grooming Brush,20725,550054,2,19.8,9.9
6537,4/14/2021 12:00,14040.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,550054,1,76.5,76.5
6538,4/14/2021 12:00,17068.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,550052,1,29.7,29.7
6539,4/14/2021 12:00,17068.0,Pet Grooming Brush,20725,550052,2,19.8,9.9
6540,4/14/2021 12:12,16735.0,Dog and Puppy Pads,85123A,550071,2,35.4,17.7
6541,4/14/2021 12:12,16735.0,Pet Odor Eliminator,84879,550071,3,30.42,10.14
6542,4/14/2021 12:31,13772.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,550106,3,89.1,29.7
6543,4/14/2021 12:31,13772.0,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,550106,1,12.48,12.48
6544,4/14/2021 12:35,17071.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,550120,2,59.4,29.7
6545,4/14/2021 12:38,15271.0,Dog and Puppy Pads,85123A,550121,1,17.7,17.7
6546,4/14/2021 12:39,12931.0,Sheba Perfect Portions Pat Wet Cat Food,22197,550122,100,432.0,4.32
6547,4/14/2021 12:41,12853.0,Indoor Pet Camera,22502,550124,1,35.7,35.7
6548,4/14/2021 12:41,12853.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,550124,1,76.5,76.5
6549,4/14/2021 12:42,13317.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,550125,2,59.4,29.7
6550,4/14/2021 12:42,13317.0,Rechargeable Pet Nail Grinder,22960,550125,1,25.5,25.5
6551,4/14/2021 12:42,13317.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,550125,1,76.5,76.5
6552,4/14/2021 13:13,,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,550128,1,76.5,76.5
6553,4/14/2021 13:17,13001.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,550129,9,224.1,24.9
6554,4/14/2021 13:17,13001.0,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,550129,2,24.96,12.48
6555,4/14/2021 13:17,13001.0,Pet Odor Eliminator,84879,550129,3,30.42,10.14
6556,4/14/2021 13:17,14390.0,Dog and Puppy Pads,85123A,550130,1,17.7,17.7
6557,4/14/2021 13:17,14390.0,Earth Rated Dog Poop Bags,85099B,550130,1,12.48,12.48
6558,4/14/2021 13:17,14390.0,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,550130,1,12.48,12.48
6559,4/14/2021 13:17,14390.0,Pet Grooming Brush,20725,550130,1,9.9,9.9
6560,4/14/2021 13:17,14390.0,Sheba Perfect Portions Pat Wet Cat Food,22197,550130,1,5.1,5.1
6561,4/14/2021 13:33,16933.0,NexGard Chew for Dogs,82484,550132,1,47.7,47.7
6562,4/14/2021 13:50,16249.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,550134,2,59.4,29.7
6563,4/14/2021 13:50,16249.0,Pet Odor Eliminator,84879,550134,6,60.84,10.14
6564,4/14/2021 13:56,16957.0,Indoor Pet Camera,22502,550136,1,35.7,35.7
6565,4/14/2021 13:56,16957.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,550136,1,29.7,29.7
6566,4/14/2021 14:02,12841.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,550138,2,59.4,29.7
6567,4/14/2021 14:02,12841.0,Rechargeable Pet Nail Grinder,22960,550138,1,25.5,25.5
6568,4/14/2021 14:14,16520.0,Earth Rated Dog Poop Bags,85099B,550144,1,12.48,12.48
6569,4/14/2021 14:14,16520.0,Indoor Pet Camera,22502,550144,1,35.7,35.7
6570,4/14/2021 14:14,16520.0,Pet Grooming Brush,20725,550144,1,9.9,9.9
6571,4/14/2021 14:15,12637.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,550145,1,76.5,76.5
6572,4/14/2021 14:36,16882.0,Dog and Puppy Pads,85123A,550148,1,17.7,17.7
6573,4/14/2021 14:41,13089.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,550151,2,153.0,76.5
6574,4/14/2021 14:54,14198.0,Rechargeable Pet Nail Grinder,22960,550155,1,25.5,25.5
6575,4/14/2021 15:26,16393.0,Pet Grooming Brush,20725,550157,1,9.9,9.9
6576,4/14/2021 15:39,13989.0,Indoor Pet Camera,22502,550158,1,35.7,35.7
6577,4/14/2021 15:46,17930.0,Canned Cat Food,21137,550160,8,162.72,20.34
6578,4/14/2021 15:58,14154.0,Pet Odor Eliminator,84879,550161,3,30.42,10.14
6579,4/14/2021 15:58,14154.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,550161,1,76.5,76.5
6580,4/14/2021 16:26,14154.0,Rechargeable Pet Nail Grinder,22960,550163,1,25.5,25.5
6581,4/14/2021 16:31,13590.0,Pet Grooming Brush,20725,550164,2,19.8,9.9
6582,4/14/2021 16:38,14206.0,Sheba Perfect Portions Pat Wet Cat Food,22197,550167,4,20.4,5.1
6583,4/14/2021 16:41,14482.0,Earth Rated Dog Poop Bags,85099B,550169,4,49.92,12.48
6584,4/14/2021 16:41,14482.0,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,550169,4,49.92,12.48
6585,4/14/2021 16:43,17017.0,Rechargeable Pet Nail Grinder,22960,,0,0.0,25.5
6586,4/14/2021 16:58,15235.0,Rechargeable Pet Nail Grinder,22960,550173,1,25.5,25.5
6587,4/14/2021 17:29,15220.0,Dog and Puppy Pads,85123A,550179,1,17.7,17.7
6588,4/14/2021 17:58,14105.0,Pet Odor Eliminator,84879,550183,4,40.56,10.14
6589,4/14/2021 17:58,14105.0,Rechargeable Pet Nail Grinder,22960,550183,1,25.5,25.5
6590,4/14/2021 17:58,14105.0,Sheba Perfect Portions Pat Wet Cat Food,22197,550183,2,10.2,5.1
6591,4/14/2021 17:58,14105.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,550183,1,76.5,76.5
6592,4/14/2021 18:22,17142.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,550185,1,76.5,76.5
6593,4/14/2021 18:28,14051.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,550186,2,153.0,76.5
6594,4/14/2021 18:57,12457.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,550188,2,59.4,29.7
6595,4/14/2021 19:15,13230.0,Dog and Puppy Pads,85123A,550189,1,17.7,17.7
6596,4/14/2021 19:15,13230.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,550189,1,29.7,29.7
6597,4/14/2021 19:15,13230.0,NexGard Chew for Dogs,82484,550189,1,47.7,47.7
6598,4/14/2021 19:59,16806.0,Pet Odor Eliminator,84879,550191,3,30.42,10.14
6599,4/15/2021 8:45,12582.0,Rechargeable Pet Nail Grinder,22960,550192,1,25.5,25.5
6600,4/15/2021 9:27,13952.0,NexGard Chew for Dogs,82484,550193,1,47.7,47.7
6601,4/15/2021 9:27,13952.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,550193,1,76.5,76.5
6602,4/15/2021 9:43,15270.0,Pet Grooming Brush,20725,550194,2,19.8,9.9
6603,4/15/2021 10:20,16523.0,Earth Rated Dog Poop Bags,85099B,550199,4,49.92,12.48
6604,4/15/2021 10:20,16523.0,Pet Grooming Brush,20725,550199,2,19.8,9.9
6605,4/15/2021 10:25,12769.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,550201,3,197.1,65.7
6606,4/15/2021 10:37,,Earth Rated Dog Poop Bags,85099B,550203,1,24.78,24.78
6607,4/15/2021 10:37,,Earth Rated Dog Poop Bags,85099B,550204,1,24.78,24.78
6608,4/15/2021 10:37,,Indoor Pet Camera,22502,550205,1,49.74,49.74
6609,4/15/2021 10:37,,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,550203,1,24.78,24.78
6610,4/15/2021 10:37,,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,550204,1,24.78,24.78
6611,4/15/2021 10:37,,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,550205,1,24.78,24.78
6612,4/15/2021 10:38,,Earth Rated Dog Poop Bags,85099B,550206,1,24.78,24.78
6613,4/15/2021 10:38,,Earth Rated Dog Poop Bags,85099B,550207,1,24.78,24.78
6614,4/15/2021 10:38,,Indoor Pet Camera,22502,550206,1,49.74,49.74
6615,4/15/2021 10:38,,Indoor Pet Camera,22502,550207,1,49.74,49.74
6616,4/15/2021 10:38,,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,550206,1,24.78,24.78
6617,4/15/2021 10:38,,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,550207,1,24.78,24.78
6618,4/15/2021 10:38,,UltraSound Dog Barking Deterrent,22720,550206,1,64.74,64.74
6619,4/15/2021 10:39,,Earth Rated Dog Poop Bags,85099B,550208,1,24.78,24.78
6620,4/15/2021 10:39,,Indoor Pet Camera,22502,550208,1,49.74,49.74
6621,4/15/2021 10:39,,Indoor Pet Camera,22502,550209,1,49.74,49.74
6622,4/15/2021 10:39,,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,550208,1,24.78,24.78
6623,4/15/2021 10:40,,Earth Rated Dog Poop Bags,85099B,550210,2,49.56,24.78
