transaction_date,customer_id,sale_product_description,stock_code,invoice_no,quantity,sale,unit_price
2021-03-28 13:39:00,17749,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,547924,1,29.7,29.7
2021-03-28 13:39:00,17749,Pet Odor Eliminator,84879,547924,3,30.42,10.14
2021-03-28 13:39:00,17749,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,547924,1,76.5,76.5
2021-03-28 13:57:00,12481,Pet Odor Eliminator,84879,547925,3,30.42,10.14
2021-03-28 14:27:00,15068,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,547937,1,76.5,76.5
2021-03-28 14:42:00,15611,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,547939,2,153.0,76.5
2021-03-28 14:43:00,16814,Pet Odor Eliminator,84879,547940,6,60.84,10.14
2021-03-28 14:43:00,16814,UltraSound Dog Barking Deterrent,22720,547940,1,29.7,29.7
2021-03-28 14:59:00,14851,Canned Cat Food,21137,547945,2,45.0,22.5
2021-03-28 14:59:00,14851,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,547945,1,29.7,29.7
2021-03-28 15:03:00,15032,Earth Rated Dog Poop Bags,85099,547947,17,168.3,9.9
2021-03-28 15:03:00,15032,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,547947,17,168.3,9.9
2021-03-28 15:03:00,15032,Pet Grooming Brush,20725,547947,2,19.8,9.9
2021-03-28 15:10:00,14021,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,547949,1,76.5,76.5
2021-03-28 15:27:00,15644,Pet Grooming Brush,20725,547960,1,9.9,9.9
2021-03-28 15:42:00,13037,Pet Odor Eliminator,84879,547963,2,20.28,10.14
2021-03-28 15:45:00,-1,Earth Rated Dog Poop Bags,85099,547964,1,24.78,24.78
2021-03-28 15:45:00,-1,Indoor Pet Camera,22502,547964,1,64.74,64.74
2021-03-28 15:45:00,-1,Rechargeable Pet Nail Grinder,22960,547964,1,49.74,49.74
2021-03-28 15:49:00,-1,Dog and Puppy Pads,85123,547967,1,34.74,34.74
2021-03-28 15:49:00,-1,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,547967,1,64.74,64.74
2021-03-28 15:49:00,-1,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,547967,1,24.78,24.78
2021-03-28 15:49:00,-1,Pet Grooming Brush,20725,547967,1,24.78,24.78
2021-03-28 15:49:00,-1,Rechargeable Pet Nail Grinder,22960,547967,1,49.74,49.74
2021-03-28 15:49:00,-1,Sheba Perfect Portions Pat Wet Cat Food,22197,547967,1,9.78,9.78
2021-03-28 15:49:00,-1,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,547967,1,149.76,149.76
2021-03-29 08:46:00,18177,Earth Rated Dog Poop Bags,85099,547986,2,23.4,11.7
2021-03-29 09:11:00,17428,Earth Rated Dog Poop Bags,85099,547987,2,23.4,11.7
2021-03-29 09:11:00,17428,Pet Grooming Brush,20725,547987,2,19.8,9.9
2021-03-29 09:53:00,15589,Dog and Puppy Pads,85123,547990,1,17.7,17.7
2021-03-29 09:59:00,-1,Earth Rated Dog Poop Bags,85099,547993,2,23.4,11.7
2021-03-29 09:59:00,-1,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,547993,1,76.5,76.5
2021-03-29 10:50:00,18226,Earth Rated Dog Poop Bags,85099,548006,4,46.8,11.7
2021-03-29 10:50:00,18226,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,548006,2,59.4,29.7
2021-03-29 10:50:00,18226,Pet Grooming Brush,20725,548006,4,39.6,9.9
2021-03-29 10:51:00,13769,Dog and Puppy Pads,85123,548007,1,17.7,17.7
2021-03-29 11:14:00,14646,Earth Rated Dog Poop Bags,85099,548011,17,168.3,9.9
2021-03-29 11:14:00,14646,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,548011,17,168.3,9.9
2021-03-29 11:15:00,17377,Dog and Puppy Pads,85123,548012,2,35.4,17.7
2021-03-29 11:29:00,17719,UltraSound Dog Barking Deterrent,22720,548014,1,29.7,29.7
2021-03-29 11:42:00,16871,Rechargeable Pet Nail Grinder,22960,548017,1,25.5,25.5
2021-03-29 11:42:00,16871,UltraSound Dog Barking Deterrent,22720,548017,1,29.7,29.7
2021-03-29 12:03:00,15696,NexGard Chew for Dogs,82484,548038,1,47.4,47.4
2021-03-29 12:29:00,13798,Dog and Puppy Pads,85123,548144,11,168.3,15.3
2021-03-29 12:29:00,13798,Earth Rated Dog Poop Bags,85099,548144,17,168.3,9.9
2021-03-29 12:31:00,17931,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,548148,1,76.5,76.5
2021-03-29 12:55:00,17315,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,548150,1,11.7,11.7
2021-03-29 12:55:00,17315,UltraSound Dog Barking Deterrent,22720,548150,1,29.7,29.7
2021-03-29 12:57:00,13803,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,548151,1,29.7,29.7
2021-03-29 12:57:00,13803,Pet Odor Eliminator,84879,548151,2,20.28,10.14
2021-03-29 13:06:00,17675,NexGard Chew for Dogs,82484,548154,2,81.0,40.5
2021-03-29 13:22:00,14871,Rechargeable Pet Nail Grinder,22960,548156,1,25.5,25.5
2021-03-29 13:27:00,14298,Earth Rated Dog Poop Bags,85099,548157,10,99.0,9.9
2021-03-29 13:27:00,14298,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,548157,14,138.6,9.9
2021-03-29 13:28:00,15906,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,548158,1,76.5,76.5
2021-03-29 13:33:00,16253,Pet Odor Eliminator,84879,548160,3,30.42,10.14
2021-03-29 13:42:00,-1,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,548162,9,582.66,64.74
2021-03-29 13:42:00,-1,Pet Grooming Brush,20725,548162,8,238.08,29.76
2021-03-29 13:42:00,-1,ProBiotic Supplements for Dogs,79321,548162,1,74.76,74.76
2021-03-29 13:42:00,-1,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,548162,3,449.28,149.76
2021-03-29 13:43:00,-1,Earth Rated Dog Poop Bags,85099,548163,2,49.56,24.78
2021-03-29 13:43:00,-1,Indoor Pet Camera,22502,548163,1,49.74,49.74
2021-03-29 13:43:00,-1,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,548163,1,24.78,24.78
2021-03-29 13:43:00,-1,Sheba Perfect Portions Pat Wet Cat Food,22197,548163,1,9.78,9.78
2021-03-29 13:44:00,-1,Earth Rated Dog Poop Bags,85099,548164,1,24.78,24.78
2021-03-29 13:44:00,-1,Indoor Pet Camera,22502,548164,1,49.74,49.74
2021-03-29 13:44:00,-1,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,548164,1,24.78,24.78
2021-03-29 13:44:00,-1,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,548165,1,24.78,24.78
2021-03-29 13:44:00,-1,Sheba Perfect Portions Pat Wet Cat Food,22197,548165,4,39.12,9.78
2021-03-29 13:44:00,-1,UltraSound Dog Barking Deterrent,22720,548164,1,64.74,64.74
2021-03-29 13:45:00,-1,Earth Rated Dog Poop Bags,85099,548166,1,24.78,24.78
2021-03-29 13:45:00,-1,Earth Rated Dog Poop Bags,85099,548167,1,24.78,24.78
2021-03-29 13:45:00,-1,Indoor Pet Camera,22502,548167,1,49.74,49.74
2021-03-29 13:45:00,-1,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,548166,1,24.78,24.78
2021-03-29 13:45:00,-1,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,548167,1,24.78,24.78
2021-03-29 13:45:00,-1,Sheba Perfect Portions Pat Wet Cat Food,22197,548166,1,9.78,9.78
2021-03-29 13:45:00,-1,Sheba Perfect Portions Pat Wet Cat Food,22197,548167,1,9.78,9.78
2021-03-29 13:46:00,-1,Indoor Pet Camera,22502,548168,1,49.74,49.74
2021-03-29 13:48:00,14680,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,548169,9,224.1,24.9
2021-03-29 13:48:00,14680,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,548169,17,168.3,9.9
2021-03-29 13:48:00,14680,ProBiotic Supplements for Dogs,79321,548169,8,237.6,29.7
2021-03-29 14:31:00,12888,Canned Cat Food,21137,548177,4,81.36,20.34
2021-03-29 14:35:00,14367,Dog and Puppy Pads,85123,548178,2,35.4,17.7
2021-03-29 14:35:00,14367,Earth Rated Dog Poop Bags,85099,548178,2,23.4,11.7
2021-03-29 14:35:00,14367,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,548178,2,59.4,29.7
2021-03-29 14:58:00,15628,Dog and Puppy Pads,85123,548185,2,35.4,17.7
2021-03-29 15:02:00,13777,Pet Grooming Brush,20725,548186,5,43.5,8.7
2021-03-29 15:12:00,13263,Dog and Puppy Pads,85123,548188,1,17.7,17.7
2021-03-29 15:12:00,13263,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,548188,1,76.5,76.5
2021-03-29 15:20:00,-1,Earth Rated Dog Poop Bags,85099,548191,1,24.78,24.78
2021-03-29 15:30:00,-1,Earth Rated Dog Poop Bags,85099,548194,1,24.78,24.78
2021-03-29 15:30:00,-1,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,548194,1,64.74,64.74
2021-03-29 15:30:00,-1,Rechargeable Pet Nail Grinder,22960,548194,1,49.74,49.74
2021-03-29 16:05:00,16712,Pet Grooming Brush,20725,548198,1,9.9,9.9
2021-03-29 16:12:00,16945,Earth Rated Dog Poop Bags,85099,548199,2,23.4,11.7
2021-03-29 16:12:00,16945,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,548199,2,23.4,11.7
2021-03-29 16:40:00,-1,Rechargeable Pet Nail Grinder,22960,548203,4,238.8,59.7
2021-03-29 16:40:00,-1,UltraSound Dog Barking Deterrent,22720,548203,4,310.8,77.7
2021-03-29 16:41:00,-1,Earth Rated Dog Poop Bags,85099,548203,36,1069.2,29.7
2021-03-29 16:41:00,-1,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,548203,8,621.6,77.7
2021-03-29 16:41:00,-1,ProBiotic Supplements for Dogs,79321,548204,3,269.1,89.7
2021-03-29 17:23:00,14606,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,548210,1,76.5,76.5
2021-03-30 09:12:00,12456,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,548212,1,76.5,76.5
2021-03-30 09:15:00,15521,Pet Grooming Brush,20725,548213,2,19.8,9.9
2021-03-30 09:19:00,15674,Dog and Puppy Pads,85123,548215,1,17.7,17.7
2021-03-30 09:19:00,15674,Indoor Pet Camera,22502,548215,1,35.7,35.7
2021-03-30 09:19:00,15674,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,548215,2,59.4,29.7
2021-03-30 09:19:00,15674,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,548215,2,23.4,11.7
2021-03-30 09:19:00,15674,Sheba Perfect Portions Pat Wet Cat Food,22197,548215,2,10.2,5.1
2021-03-30 09:19:00,15674,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,548215,1,76.5,76.5
2021-03-30 09:36:00,13999,Earth Rated Dog Poop Bags,85099,548218,4,46.8,11.7
2021-03-30 10:32:00,17594,Pet Grooming Brush,20725,548234,4,39.6,9.9
2021-03-30 10:34:00,16218,Pet Grooming Brush,20725,548242,4,39.6,9.9
2021-03-30 10:54:00,13802,Earth Rated Dog Poop Bags,85099,548257,34,336.6,9.9
2021-03-30 11:04:00,14146,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,548258,1,76.5,76.5
2021-03-30 11:18:00,15373,NexGard Chew for Dogs,82484,548260,1,47.4,47.4
2021-03-30 11:18:00,15373,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,548260,1,76.5,76.5
2021-03-30 11:48:00,13988,Pet Odor Eliminator,84879,548289,2,20.28,10.14
2021-03-30 12:02:00,16657,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,548309,1,76.5,76.5
2021-03-30 12:04:00,-1,Indoor Pet Camera,22502,548310,1,35.7,35.7
2021-03-30 12:04:00,-1,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,548310,1,29.7,29.7
2021-03-30 12:12:00,16059,Dog and Puppy Pads,85123,548312,1,17.7,17.7
2021-03-30 12:12:00,16059,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,548312,1,29.7,29.7
2021-03-30 12:12:00,16059,UltraSound Dog Barking Deterrent,22720,548312,1,29.7,29.7
2021-03-30 12:15:00,15353,Indoor Pet Camera,22502,548313,1,35.7,35.7
2021-03-30 12:15:00,15353,Rechargeable Pet Nail Grinder,22960,548313,1,25.5,25.5
2021-03-30 12:15:00,15353,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,548313,1,76.5,76.5
2021-03-30 12:15:00,15353,UltraSound Dog Barking Deterrent,22720,548313,1,29.7,29.7
2021-03-30 12:24:00,16949,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,548314,1,29.7,29.7
2021-03-30 12:34:00,16019,Pet Odor Eliminator,84879,548315,2,20.28,10.14
2021-03-30 12:43:00,18179,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,548317,1,29.7,29.7
2021-03-30 12:45:00,13113,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,548318,9,224.1,24.9
2021-03-30 13:02:00,15424,Rechargeable Pet Nail Grinder,22960,548326,2,45.0,22.5
2021-03-30 13:05:00,16788,Dog and Puppy Pads,85123,548327,2,35.4,17.7
2021-03-30 13:05:00,16788,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,548327,1,29.7,29.7
2021-03-30 13:05:00,16788,Rechargeable Pet Nail Grinder,22960,548327,1,25.5,25.5
2021-03-30 13:05:00,16788,UltraSound Dog Barking Deterrent,22720,548327,1,29.7,29.7
2021-03-30 13:26:00,14810,Indoor Pet Camera,22502,548330,1,35.7,35.7
2021-03-30 13:26:00,14810,Pet Grooming Brush,20725,548330,1,9.9,9.9
2021-03-30 13:28:00,13047,Dog and Puppy Pads,85123,548331,2,35.4,17.7
2021-03-30 13:28:00,13047,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,548331,1,29.7,29.7
2021-03-30 13:28:00,13047,Rechargeable Pet Nail Grinder,22960,548331,1,25.5,25.5
2021-03-30 13:28:00,13047,UltraSound Dog Barking Deterrent,22720,548331,1,29.7,29.7
2021-03-30 14:06:00,18198,Indoor Pet Camera,22502,548337,1,35.7,35.7
2021-03-30 14:06:00,18198,Pet Grooming Brush,20725,548337,1,9.9,9.9
2021-03-30 14:51:00,13001,Earth Rated Dog Poop Bags,85099,548351,2,23.4,11.7
2021-03-30 14:51:00,13001,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,548351,9,224.1,24.9
2021-03-30 15:51:00,17677,Earth Rated Dog Poop Bags,85099,548367,17,168.3,9.9
2021-03-30 15:51:00,17677,Sheba Perfect Portions Pat Wet Cat Food,22197,548367,2,10.2,5.1
2021-03-30 16:14:00,15528,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,548370,1,12.48,12.48
2021-03-30 16:28:00,17757,Indoor Pet Camera,22502,548371,1,35.7,35.7
2021-03-30 16:28:00,17757,Sheba Perfect Portions Pat Wet Cat Food,22197,548371,1,5.1,5.1
2021-03-30 16:34:00,-1,Canned Cat Food,21137,548373,1,44.76,44.76
2021-03-30 16:34:00,-1,Dog and Puppy Pads,85123,548373,1,34.74,34.74
2021-03-30 16:34:00,-1,Earth Rated Dog Poop Bags,85099,548373,1,24.78,24.78
2021-03-30 16:34:00,-1,Indoor Pet Camera,22502,548373,1,64.74,64.74
2021-03-30 16:34:00,-1,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,548373,1,64.74,64.74
2021-03-30 16:34:00,-1,Pet Odor Eliminator,84879,548373,2,37.44,18.72
2021-03-30 16:34:00,-1,Rechargeable Pet Nail Grinder,22960,548373,1,49.74,49.74
2021-03-30 16:34:00,-1,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,548373,1,149.76,149.76
2021-03-30 16:34:00,14572,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,548372,1,76.5,76.5
2021-03-30 16:47:00,-1,Pet Grooming Brush,20725,548384,1,9.9,9.9
2021-03-30 17:33:00,17400,Dog and Puppy Pads,85123,548400,1,17.7,17.7
2021-03-31 09:38:00,16398,Sheba Perfect Portions Pat Wet Cat Food,22197,548404,2,10.2,5.1
2021-03-31 09:38:00,16398,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,548404,1,76.5,76.5
2021-03-31 09:38:00,16398,UltraSound Dog Barking Deterrent,22720,548404,1,29.7,29.7
2021-03-31 09:48:00,17088,Dog and Puppy Pads,85123,548405,1,17.7,17.7
2021-03-31 09:48:00,17088,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,548405,2,23.4,11.7
2021-03-31 09:48:00,17088,UltraSound Dog Barking Deterrent,22720,548405,1,29.7,29.7
2021-03-31 09:57:00,15061,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,548406,4,262.8,65.7
2021-03-31 10:07:00,16401,Pet Grooming Brush,20725,548407,2,19.8,9.9
2021-03-31 10:07:00,16401,Sheba Perfect Portions Pat Wet Cat Food,22197,548407,17,73.44,4.32
2021-03-31 10:26:00,17438,Indoor Pet Camera,22502,548408,1,35.7,35.7
2021-03-31 10:26:00,17438,Rechargeable Pet Nail Grinder,22960,548408,1,25.5,25.5
2021-03-31 10:27:00,12731,Pet Grooming Brush,20725,548409,4,39.6,9.9
2021-03-31 11:25:00,17365,Pet Grooming Brush,20725,548451,2,19.8,9.9
2021-03-31 11:37:00,13060,Dog and Puppy Pads,85123,548452,2,35.4,17.7
2021-03-31 11:57:00,14890,Rechargeable Pet Nail Grinder,22960,548459,1,25.5,25.5
2021-03-31 12:08:00,14527,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,548461,1,12.48,12.48
2021-03-31 12:28:00,14818,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,548468,1,29.7,29.7
2021-03-31 12:36:00,12782,Dog and Puppy Pads,85123,548470,2,35.4,17.7
2021-03-31 12:36:00,12782,Pet Odor Eliminator,84879,548470,2,20.28,10.14
2021-03-31 12:43:00,13571,Dog and Puppy Pads,85123,548484,1,17.7,17.7
2021-03-31 12:51:00,12909,Pet Grooming Brush,20725,548486,2,19.8,9.9
2021-03-31 12:51:00,12909,Rechargeable Pet Nail Grinder,22960,548486,1,25.5,25.5
2021-03-31 13:10:00,12619,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,548489,1,76.5,76.5
2021-03-31 13:13:00,12909,Earth Rated Dog Poop Bags,85099,548490,2,23.4,11.7
2021-03-31 13:13:00,12909,Rechargeable Pet Nail Grinder,22960,548490,1,25.5,25.5
2021-03-31 13:13:00,12909,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,548490,1,76.5,76.5
2021-03-31 13:14:00,17841,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,548492,1,29.7,29.7
2021-03-31 13:14:00,17841,Pet Grooming Brush,20725,548492,1,9.9,9.9
2021-03-31 13:14:00,17841,ProBiotic Supplements for Dogs,79321,548492,1,34.5,34.5
2021-03-31 13:40:00,12678,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,548496,34,365.16,10.74
2021-03-31 13:43:00,13089,Earth Rated Dog Poop Bags,85099,548497,2,24.96,12.48
2021-03-31 13:43:00,13089,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,548497,2,24.96,12.48
2021-03-31 13:43:00,13089,NexGard Chew for Dogs,82484,548497,2,81.0,40.5
2021-03-31 13:43:00,13089,Pet Grooming Brush,20725,548497,2,19.8,9.9
2021-03-31 13:43:00,13089,Pet Odor Eliminator,84879,548497,6,60.84,10.14
2021-03-31 13:43:00,13089,Rechargeable Pet Nail Grinder,22960,548497,2,51.0,25.5
2021-03-31 13:43:00,13089,UltraSound Dog Barking Deterrent,22720,548497,1,29.7,29.7
2021-03-31 13:47:00,17075,Earth Rated Dog Poop Bags,85099,548499,1,12.48,12.48
2021-03-31 13:49:00,17071,Dog and Puppy Pads,85123,548500,1,17.7,17.7
2021-03-31 14:17:00,-1,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,548502,1,64.74,64.74
2021-03-31 14:17:00,-1,Pet Grooming Brush,20725,548502,4,119.04,29.76
2021-03-31 14:17:00,-1,ProBiotic Supplements for Dogs,79321,548502,1,74.76,74.76
2021-03-31 14:17:00,-1,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,548502,1,149.76,149.76
2021-03-31 14:33:00,-1,Earth Rated Dog Poop Bags,85099,548504,1,24.78,24.78
2021-03-31 14:33:00,-1,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,548504,1,24.78,24.78
2021-03-31 14:33:00,-1,UltraSound Dog Barking Deterrent,22720,548504,1,64.74,64.74
2021-03-31 14:34:00,-1,Earth Rated Dog Poop Bags,85099,548505,1,24.78,24.78
2021-03-31 14:34:00,-1,Indoor Pet Camera,22502,548505,1,49.74,49.74
2021-03-31 14:34:00,-1,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,548505,1,24.78,24.78
2021-03-31 14:34:00,-1,Sheba Perfect Portions Pat Wet Cat Food,22197,548505,1,9.78,9.78
2021-03-31 14:34:00,-1,UltraSound Dog Barking Deterrent,22720,548505,1,64.74,64.74
2021-03-31 15:02:00,17861,Pet Grooming Brush,20725,548510,1,9.9,9.9
2021-03-31 15:43:00,14056,Pet Grooming Brush,20725,548511,1,9.9,9.9
2021-03-31 16:03:00,-1,Earth Rated Dog Poop Bags,85099,548514,2,49.56,24.78
2021-03-31 16:03:00,-1,Rechargeable Pet Nail Grinder,22960,548514,1,49.74,49.74
2021-03-31 16:03:00,-1,Sheba Perfect Portions Pat Wet Cat Food,22197,548514,1,9.78,9.78
2021-03-31 16:03:00,-1,UltraSound Dog Barking Deterrent,22720,548514,1,64.74,64.74
2021-03-31 16:28:00,-1,Dog and Puppy Pads,85123,548516,1,17.7,17.7
2021-03-31 16:28:00,-1,Dog and Puppy Pads,85123,548516,1,34.74,34.74
2021-03-31 16:28:00,-1,Indoor Pet Camera,22502,548516,1,64.74,64.74
2021-03-31 16:28:00,-1,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,548516,1,64.74,64.74
2021-03-31 16:28:00,-1,Pet Grooming Brush,20725,548516,1,24.78,24.78
2021-03-31 16:28:00,-1,Rechargeable Pet Nail Grinder,22960,548516,1,49.74,49.74
2021-03-31 16:28:00,-1,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,548516,1,59.16,59.16
2021-03-31 16:28:00,-1,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,548516,1,149.76,149.76
2021-03-31 16:41:00,17735,Pet Grooming Brush,20725,548521,2,19.8,9.9
2021-03-31 16:41:00,17735,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,548521,1,76.5,76.5
2021-03-31 16:43:00,-1,Rechargeable Pet Nail Grinder,22960,548522,1,49.74,49.74
2021-03-31 16:43:00,-1,UltraSound Dog Barking Deterrent,22720,548522,1,29.7,29.7
2021-03-31 16:56:00,18223,Canned Cat Food,21137,548529,2,45.0,22.5
2021-03-31 16:56:00,18223,Pet Odor Eliminator,84879,548529,2,20.28,10.14
2021-03-31 17:12:00,14031,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,548531,8,525.6,65.7
2021-03-31 17:17:00,13883,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,548533,1,76.5,76.5
2021-03-31 18:49:00,14525,UltraSound Dog Barking Deterrent,22720,548544,1,29.7,29.7
2021-03-31 19:54:00,17781,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,548548,1,76.5,76.5
2021-04-01 08:22:00,18161,Dog and Puppy Pads,85123,548550,1,17.7,17.7
2021-04-01 08:22:00,18161,Pet Odor Eliminator,84879,548550,3,30.42,10.14
2021-04-01 08:22:00,18161,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,548550,1,76.5,76.5
2021-04-01 08:22:00,18161,UltraSound Dog Barking Deterrent,22720,548550,1,29.7,29.7
2021-04-01 09:06:00,17613,Dog and Puppy Pads,85123,548552,2,35.4,17.7
2021-04-01 09:21:00,13758,Pet Grooming Brush,20725,548555,2,19.8,9.9
2021-04-01 10:08:00,16214,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,548559,2,153.0,76.5
2021-04-01 10:11:00,16609,Dog and Puppy Pads,85123,548561,1,17.7,17.7
2021-04-01 10:11:00,16609,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,548561,1,76.5,76.5
2021-04-01 10:18:00,-1,Rechargeable Pet Nail Grinder,22960,548562,1,25.5,25.5
2021-04-01 10:23:00,16180,Earth Rated Dog Poop Bags,85099,548565,2,23.4,11.7
2021-04-01 10:23:00,16180,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,548565,2,59.4,29.7
2021-04-01 10:23:00,16180,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,548565,2,23.4,11.7
2021-04-01 10:58:00,-1,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,548604,1,29.7,29.7
2021-04-01 11:28:00,15860,Dog and Puppy Pads,85123,548610,1,17.7,17.7
2021-04-01 11:34:00,13137,Earth Rated Dog Poop Bags,85099,548612,1,12.48,12.48
2021-04-01 11:34:00,13137,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,548612,1,12.48,12.48
2021-04-01 11:34:00,13137,Pet Grooming Brush,20725,548612,2,19.8,9.9
2021-04-01 11:34:00,13137,Pet Odor Eliminator,84879,548612,1,10.14,10.14
2021-04-01 11:34:00,13137,Pet Odor Eliminator,84879,548612,2,20.28,10.14
2021-04-01 11:47:00,14419,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,548614,1,29.7,29.7
2021-04-01 11:50:00,15197,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,548618,1,76.5,76.5
2021-04-01 11:50:00,16592,Pet Grooming Brush,20725,548617,2,19.8,9.9
2021-04-01 11:50:00,16592,Sheba Perfect Portions Pat Wet Cat Food,22197,548617,4,20.4,5.1
2021-04-01 11:54:00,16960,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,548621,1,29.7,29.7
2021-04-01 12:09:00,13636,Dog and Puppy Pads,85123,548622,1,17.7,17.7
2021-04-01 12:25:00,17701,Dog and Puppy Pads,85123,548632,1,17.7,17.7
2021-04-01 12:26:00,12877,Indoor Pet Camera,22502,548634,1,35.7,35.7
2021-04-01 12:29:00,15601,Dog and Puppy Pads,85123,548636,2,35.4,17.7
2021-04-01 13:00:00,17287,Pet Odor Eliminator,84879,548642,1,10.14,10.14
2021-04-01 13:20:00,12949,Dog and Puppy Pads,85123,548648,2,35.4,17.7
2021-04-01 13:20:00,12949,Pet Grooming Brush,20725,548648,2,19.8,9.9
2021-04-01 13:20:00,12949,Pet Odor Eliminator,84879,548648,4,40.56,10.14
