customer_id,order_city,order_postal,order_state,latitude,longitude
16804,Bend,97701,OR,44.0582,-121.3153
16803,Beaverton,97008-5986,OR,45.4872,-122.8038
16801,Beaverton,97007-5870,OR,45.4872,-122.8038
16800,Beaverton,97007-5349,OR,45.4872,-122.8038
16796,Beaverton,97006,OR,45.4872,-122.8038
16795,Bandon,97411-7233,OR,43.1189,-124.4083
16794,Astoria,97103-3619,OR,46.1879,-123.8313
16793,Ashland,97520-9783,OR,42.1972,-122.7154
16792,Ashland,97520-1107,OR,42.1972,-122.7154
16791,Alsea,97324-9717,OR,44.3815,-123.5965
16790,Tulsa,74112-7119,OK,36.1012,-95.9251
16789,Oklahoma city,73170-4710,OK,35.473,-97.5171
16788,Oklahoma city,73162,OK,35.473,-97.5171
16784,Oklahoma city,73135,OK,35.473,-97.5171
16782,Edmond,73012-9562,OK,35.6571,-97.4649
16781,Bixby,74008,OK,35.942,-95.8833
16780,Tulsa,74136-2636,OK,36.1012,-95.9251
16779,Tulsa,74132-2858,OK,36.1012,-95.9251
16778,Tulsa,74127-2510,OK,36.1012,-95.9251
16777,Tulsa,74112-4136,OK,36.1012,-95.9251
16776,Tulsa,74103,OK,36.1012,-95.9251
16775,Tinker afb,73145-9142,OK,35.43,-97.42
16774,Tahlequah,74464,OK,35.9154,-94.97
16773,Oklahoma city,73139,OK,35.473,-97.5171
16771,Oklahoma city,73120-7425,OK,35.473,-97.5171
16770,Oklahoma city,73102-5636,OK,35.473,-97.5171
16769,Ochelata,74051-2136,OK,36.6001,-95.9797
16768,Norman,73071-5037,OK,35.2226,-97.4395
16767,Mutual,73853,OK,36.2314,-99.1682
16766,Mustang,73064,OK,35.3842,-97.7245
16765,Moore,73170-7474,OK,35.3395,-97.4867
16764,Marlow,73055,OK,34.6481,-97.9581
16763,Madill,73446,OK,34.0904,-96.7717
16762,Lawton,73505-6401,OK,34.6087,-98.3903
16761,Kremlin,73753-0199,OK,36.5473,-97.8314
16759,Heavener,74937-7459,OK,34.8893,-94.6008
16758,Fort gibson,74434-8703,OK,35.7976,-95.2505
16757,Edmond,73034-6520,OK,35.6571,-97.4649
16756,Edmond,73034,OK,35.6571,-97.4649
16755,Edmond,73013-2020,OK,35.6571,-97.4649
16754,Edmond,73012-6607,OK,35.6571,-97.4649
16753,Edmond,73012-4051,OK,35.6571,-97.4649
16752,Edmond,73012,OK,35.6571,-97.4649
16751,Broken arrow,74014-2331,OK,36.0526,-95.7908
16750,Broken arrow,74012-8465,OK,36.0526,-95.7908
16748,Broken arrow,74011-4283,OK,36.0526,-95.7908
16747,Bluejacket,74333,OK,36.7998,-95.0711
16746,Bethany,73008-5307,OK,35.5187,-97.6323
16745,Xenia,45385,OH,39.6848,-83.9297
16744,Wyoming,45215,OH,39.2312,-84.4658
16743,Wickliffe,44092-2429,OH,41.6053,-81.4534
16742,West chester,45069,OH,39.3303,-84.4083
16739,Sheffield village,44054-2452,OH,,
16738,Seaman,45679-9726,OH,38.942,-83.5724
16737,Maple heights,44137,OH,41.4153,-81.566
16735,Lima,45804,OH,40.7426,-84.1052
16734,Kettering,45440-2713,OH,39.6895,-84.1688
16732,Huber heights,45424-3404,OH,39.8439,-84.1247
16730,Haskins,43525-9527,OH,41.4648,-83.706
16729,Garfield hts,44125,OH,,
16728,Delta,43515-1315,OH,41.5726,-84.0059
16727,Dayton,45459-1541,OH,39.7589,-84.1916
16726,Dayton,45420,OH,39.7589,-84.1916
16725,Columbus,43213-2852,OH,39.9623,-83.0007
16723,Cleves,45002,OH,39.1623,-84.7492
16722,Cleveland,44143-3027,OH,41.5052,-81.6934
16721,Cleveland,44114-4340,OH,41.5052,-81.6934
16720,Cincinnati,45248,OH,39.1015,-84.5125
16719,Cincinnati,45240,OH,39.1015,-84.5125
16718,Cincinnati,45227,OH,39.1015,-84.5125
16717,Chesterland,44026,OH,41.5223,-81.3379
16716,Carrollton,44615,OH,40.5728,-81.0857
16715,Athens,45701,OH,39.3292,-82.1013
16714,Ashville,43103,OH,39.7156,-82.953
16713,Zanesville,43701-1523,OH,39.9403,-82.0132
16712,Wooster,44691-8004,OH,40.8051,-81.9351
16711,Wooster,44691-4429,OH,40.8051,-81.9351
16710,Willoughby,44094-5325,OH,41.6398,-81.4065
16709,Westerville,43081-7570,OH,40.1262,-82.9291
16708,Westerville,43081-4307,OH,40.1262,-82.9291
16706,Waterford,45786-5438,OH,39.5423,-81.6399
16705,Wapakoneta,45895-9118,OH,40.5678,-84.1936
16701,Valley city,44280-9532,OH,41.2378,-81.9315
16700,Uniontown,44685,OH,40.9759,-81.4073
16698,Twinsburg,44087-1611,OH,41.3126,-81.4401
16697,Toledo,43623,OH,41.6787,-83.5127
16696,Toledo,43612-2548,OH,41.6787,-83.5127
16693,Sylvania,43560,OH,41.7189,-83.713
16692,Springdale,45246-1510,OH,39.287,-84.4852
16690,Sheffield village,44054-2948,OH,,
16689,Sheffield lake,44054-1231,OH,41.4875,-82.1015
16688,Rock creek,44084-9352,OH,41.6603,-80.8606
16686,Powell,43065-6032,OH,40.1578,-83.0752
16685,Port clinton,43452-9067,OH,41.512,-82.9377
16684,Perrysburg,43551,OH,41.557,-83.6272
16682,Orrville,44667,OH,40.8437,-81.764
16681,Northwood,43619-1815,OH,41.6073,-83.4688
16680,Northfield,44067-3282,OH,41.3451,-81.5285
16679,Newcomerstown,43832-9128,OH,40.2723,-81.606
16678,Newark,43055-8633,OH,40.0581,-82.4013
16676,New washington,44854,OH,40.9623,-82.8544
16674,New philadelphia,44663-3558,OH,40.4898,-81.4457
16672,New albany,43054-8917,OH,40.0812,-82.8088
16671,Nevada,44849-9625,OH,40.8192,-83.1305
16670,Monroe,45050-1564,OH,39.4403,-84.3622
16669,Mogadore,44260-1375,OH,41.0508,-81.3939
16668,Middletown,45044-8746,OH,39.5151,-84.3983
16667,Middleburg heights,44130-4902,OH,41.3614,-81.8129
16666,Miamisburg,45342-1183,OH,39.6428,-84.2866
16665,Medina,44256,OH,41.1384,-81.8637
16660,Mayfield hts,44124-3133,OH,,
16659,Maumee,43537,OH,41.5628,-83.6538
16658,Massillon,44647-6442,OH,40.7967,-81.5215
16657,Massillon,44646,OH,40.7967,-81.5215
16656,Marysville,43040,OH,40.2364,-83.3671
16655,Marion,43302-4202,OH,40.5887,-83.1285
16654,Maineville,45039,OH,39.3151,-84.2209
16653,Little hocking,45742-5303,OH,39.2606,-81.6999
16652,Lima,45805-1102,OH,40.7426,-84.1052
16650,Lagrange,44050-9736,OH,41.2373,-82.1199
16648,Howard,43028,OH,40.4076,-82.3268
16647,Hicksville,43526,OH,41.2931,-84.7619
16644,Hartville,44632-9488,OH,40.9637,-81.3312
16643,Grove city,43123-1191,OH,39.8815,-83.093
16642,Gahanna,43230,OH,40.0195,-82.8791
16641,Fort recovery,45846-9742,OH,40.4128,-84.7764
16639,Findlay,45840-2917,OH,41.0414,-83.6504
16638,Fairborn,45324-6306,OH,39.8209,-84.0194
16637,Dayton,45459-1516,OH,39.7589,-84.1916
16634,Dayton,45406-4020,OH,39.7589,-84.1916
16633,Cortland,44410-8610,OH,41.3303,-80.7254
16629,Columbus,43235,OH,39.9623,-83.0007
16628,Columbus,43229-3655,OH,39.9623,-83.0007
16627,Columbus,43221,OH,39.9623,-83.0007
16626,Columbus,43220-5059,OH,39.9623,-83.0007
16625,Columbus,43212-3326,OH,39.9623,-83.0007
16624,Columbus,43212,OH,39.9623,-83.0007
16623,Columbus,43211-2278,OH,39.9623,-83.0007
16621,Columbus,43204-4962,OH,39.9623,-83.0007
16620,Columbus,43204-2323,OH,39.9623,-83.0007
16619,Columbus,43202-3056,OH,39.9623,-83.0007
16618,Columbus,43202,OH,39.9623,-83.0007
16617,Columbus,43201-2305,OH,39.9623,-83.0007
16616,Clinton,44216-9369,OH,40.9267,-81.6304
16614,Cleveland heights,44106-2778,OH,41.5201,-81.5562
16613,Cleveland,44119-1347,OH,41.5052,-81.6934
16612,Cincinnati,45251-4636,OH,39.1015,-84.5125
16611,Cincinnati,45248-1339,OH,39.1015,-84.5125
16610,Cincinnati,45245-1112,OH,39.1015,-84.5125
16609,Cincinnati,45244-3873,OH,39.1015,-84.5125
16607,Cincinnati,45244-3845,OH,39.1015,-84.5125
16603,Cincinnati,45241-3276,OH,39.1015,-84.5125
16602,Cincinnati,45230-2501,OH,39.1015,-84.5125
16601,Cincinnati,45216-1404,OH,39.1015,-84.5125
16600,Cincinnati,45202-3528,OH,39.1015,-84.5125
16598,Centerville,45459-7108,OH,,
16597,Canal fulton,44614-8489,OH,40.8898,-81.5976
16596,Brooklyn,44144,OH,41.4398,-81.7406
16595,Broadview hts,44147,OH,,
16594,Broadview heights,44147-3634,OH,41.3139,-81.6851
16593,Broadview heights,44147-2985,OH,41.3139,-81.6851
16592,Brilliant,43913-1047,OH,40.2648,-80.6262
16591,Blacklick,43004-9771,OH,39.9956,-82.8113
16589,Barberton,44203-3729,OH,41.0128,-81.6051
16587,Amherst,44001-2550,OH,41.3978,-82.2224
16586,Alliance,44601-1284,OH,40.9153,-81.1059
16584,Akron,44320-1222,OH,41.0831,-81.5185
16583,Akron,44314-2870,OH,41.0831,-81.5185
16582,Akron,44313-5304,OH,41.0831,-81.5185
16581,Ada,45810-1646,OH,40.7695,-83.8227
16579,Yorktown heights,10598-3220,NY,41.2709,-73.7776
16574,Yonkers,10710-4751,NY,40.9312,-73.8987
16573,Yonkers,10710-3523,NY,40.9312,-73.8987
16572,Yonkers,10710-2736,NY,40.9312,-73.8987
16571,Yonkers,10703-1923,NY,40.9312,-73.8987
16570,Wynantskill,12198-8213,NY,42.6967,-73.6443
16569,Woodside,11377-3084,NY,40.7454,-73.9054
16567,White plains,10605-4607,NY,41.034,-73.7629
16566,Westhampton beach,11978-2413,NY,40.8102,-72.643
16565,West harrison,10604-1903,NY,41.0448,-73.7442
16563,West babylon,11704,NY,40.7182,-73.3543
16561,Wellesley island,13640-9998,NY,44.32,-75.95
16560,Webster,14580-9310,NY,43.2123,-77.43
16558,Webster,14580-1479,NY,43.2123,-77.43
16557,Waverly,14892-1421,NY,42.0104,-76.5272
16556,Walden,12586-2102,NY,41.5612,-74.1885
16555,Wading river,11792-3103,NY,40.9504,-72.8426
16554,Valley stream,11580,NY,40.6643,-73.7085
16553,Valley cottage,10989,NY,41.1182,-73.9554
16552,Troy,12180-5425,NY,42.7284,-73.6918
16551,Troy,12180-5294,NY,42.7284,-73.6918
16550,Troy,12180,NY,42.7284,-73.6918
16549,Tonawanda,14150-4616,NY,43.0207,-78.8784
16546,Syracuse,13209-1402,NY,43.0481,-76.1474
16545,Syosset,11791-4203,NY,40.8262,-73.5021
16542,Stony point,10980-3318,NY,41.2295,-73.9871
16539,Staten island,10314-3324,NY,40.6428,-74.0749
16536,Staten island,10314-3106,NY,40.6428,-74.0749
16535,Staten island,10312-3605,NY,40.6428,-74.0749
16533,Staten island,10309-2121,NY,40.6428,-74.0749
16532,Staten island,10309-1601,NY,40.6428,-74.0749
16531,Staten island,10304-5400,NY,40.6428,-74.0749
16529,Staten island,10304-4143,NY,40.6428,-74.0749
16528,Staten island,10301-3417,NY,40.6428,-74.0749
16527,Springfield gardens,11413-4058,NY,40.6782,-73.7465
16526,South hempstead,11550-7703,NY,,
16525,Somers,10589,NY,41.3281,-73.6857
16523,Sodus,14551-9643,NY,43.2378,-77.0614
16520,Silver creek,14136,NY,42.5442,-79.1667
16519,Shokan,12481-5709,NY,41.9734,-74.2121
16518,Seaford,11783-3451,NY,40.6659,-73.4882
16517,Schenectady,12303,NY,42.8142,-73.9396
16516,Saugerties,12477-4744,NY,42.0776,-73.9529
16515,Saratoga springs,12866-9170,NY,43.0822,-73.7854
16513,Saratoga springs,12866-1307,NY,43.0822,-73.7854
16511,Saint albans,11412-3211,NY,40.6984,-73.7607
16510,Rouses point,12979,NY,44.9939,-73.3649
16509,Roslyn heights,11577-1625,NY,40.7887,-73.6474
16506,Ronkonkoma,11779-7353,NY,40.8154,-73.1123
16505,Ronkonkoma,11779-3064,NY,40.8154,-73.1123
16504,Rome,13440,NY,43.2128,-75.4557
16503,Rockville centre,11570,NY,40.6587,-73.6412
16500,Rochester,14627-0001,NY,43.1573,-77.6152
16499,Rochester,14622-1113,NY,43.1573,-77.6152
16498,Rochester,14620-2417,NY,43.1573,-77.6152
16497,Rochester,14620-2129,NY,43.1573,-77.6152
16496,Rochester,14620-2122,NY,43.1573,-77.6152
16495,Rochester,14617-4232,NY,43.1573,-77.6152
16494,Rochester,14616-4428,NY,43.1573,-77.6152
16493,Rochester,14609-5645,NY,43.1573,-77.6152
16491,Ridgewood,11385-3504,NY,40.7081,-73.9142
16488,Ridgewood,11385,NY,40.7081,-73.9142
16485,Richmond hill,11418,NY,40.6994,-73.831
16484,Rhinebeck,12572,NY,41.9269,-73.9127
16483,Rensselaer,12144-1727,NY,42.6426,-73.7429
16482,Rego park,11374-1226,NY,40.73,-73.87
16480,Red hook,12571-1110,NY,41.9951,-73.8756
16479,Prattsburgh,14873,NY,42.524,-77.2889
16478,Port washington,11050,NY,40.8257,-73.6982
16477,Port chester,10573-2711,NY,41.0018,-73.6657
16475,Pittsford,14534-3119,NY,43.091,-77.5153
16474,Pawling,12564-3423,NY,41.562,-73.6026
16473,Ossining,10562-5704,NY,41.1629,-73.8615
16471,Ossining,10562-3903,NY,41.1629,-73.8615
16470,Ossining,10562,NY,41.1629,-73.8615
16469,Olean,14760-1615,NY,42.0776,-78.4297
16468,Old bethpage,11804,NY,40.7626,-73.4532
16466,Oceanside,11572,NY,40.6387,-73.6401
16464,Oakdale,11769-1901,NY,40.744,-73.1387
16463,Norwich,13815-1242,NY,42.5312,-75.5235
16462,Northport,11768-2313,NY,40.9009,-73.3432
16461,New york,10280-1026,NY,40.7648,-73.9808
16460,New york,10280,NY,40.7648,-73.9808
16458,New york,10128-4244,NY,40.7648,-73.9808
16457,New york,10128-3633,NY,40.7648,-73.9808
16456,New york,10128,NY,40.7648,-73.9808
16455,New york,10121-0898,NY,40.7648,-73.9808
16454,New york,10112,NY,40.7648,-73.9808
16451,New york,10075-0691,NY,40.7648,-73.9808
16450,New york,10069-0510,NY,40.7648,-73.9808
16449,New york,10065-7510,NY,40.7648,-73.9808
16448,New york,10044-0242,NY,40.7648,-73.9808
16447,New york,10035-2720,NY,40.7648,-73.9808
16446,New york,10033-5339,NY,40.7648,-73.9808
16445,New york,10033-5002,NY,40.7648,-73.9808
16444,New york,10033-3433,NY,40.7648,-73.9808
16442,New york,10033-1755,NY,40.7648,-73.9808
16441,New york,10032-7916,NY,40.7648,-73.9808
16440,New york,10032-1234,NY,40.7648,-73.9808
16438,New york,10032,NY,40.7648,-73.9808
16434,New york,10029-6917,NY,40.7648,-73.9808
16433,New york,10028-0139,NY,40.7648,-73.9808
16432,New york,10028,NY,40.7648,-73.9808
16431,New york,10027-3941,NY,40.7648,-73.9808
16430,New york,10025,NY,40.7648,-73.9808
16429,New york,10024-6605,NY,40.7648,-73.9808
16428,New york,10024-6050,NY,40.7648,-73.9808
16427,New york,10024-3850,NY,40.7648,-73.9808
16426,New york,10024-3720,NY,40.7648,-73.9808
16425,New york,10024-3719,NY,40.7648,-73.9808
16424,New york,10024-3407,NY,40.7648,-73.9808
16423,New york,10024-2605,NY,40.7648,-73.9808
16422,New york,10024-1242,NY,40.7648,-73.9808
16419,New york,10024,NY,40.7648,-73.9808
16418,New york,10023-7133,NY,40.7648,-73.9808
16416,New york,10023-6902,NY,40.7648,-73.9808
16415,New york,10023-1549,NY,40.7648,-73.9808
16414,New york,10023,NY,40.7648,-73.9808
16413,New york,10022,NY,40.7648,-73.9808
16412,New york,10021-3138,NY,40.7648,-73.9808
16411,New york,10017-6836,NY,40.7648,-73.9808
16409,New york,10016-8012,NY,40.7648,-73.9808
16407,New york,10016-3842,NY,40.7648,-73.9808
16406,New york,10011-5414,NY,40.7648,-73.9808
16405,New york,10011-1435,NY,40.7648,-73.9808
16404,New york,10011,NY,40.7648,-73.9808
16403,New york,10009-6921,NY,40.7648,-73.9808
16402,New york,10002-3927,NY,40.7648,-73.9808
16401,New york,10002-1592,NY,40.7648,-73.9808
16400,New york,10001-4246,NY,40.7648,-73.9808
16399,New windsor,12553-2100,NY,41.4768,-74.0238
16398,New rochelle,10804-4406,NY,40.9115,-73.7826
16395,New rochelle,10804,NY,40.9115,-73.7826
16394,New rochelle,10801,NY,40.9115,-73.7826
16393,New city,10956-1433,NY,41.147,-73.9903
16392,Montgomery,12549,NY,41.5276,-74.2368
16389,Mineola,11501-1102,NY,40.7493,-73.6407
16387,Merrick,11566-5134,NY,40.6629,-73.5515
16386,Medina,14103-1846,NY,43.2201,-78.387
16385,Manlius,13104-1502,NY,43.002,-75.9769
16384,Manhasset,11030-2503,NY,40.7979,-73.6996
16383,Loudonville,12211-2203,NY,,
16380,Long island city,11109,NY,40.7455,-73.9485
16379,Long island city,11102,NY,40.7455,-73.9485
16378,Long beach,11561-4304,NY,40.5885,-73.6579
16377,Long beach,11561-4059,NY,40.5885,-73.6579
16376,Littleneck,11362,NY,40.762,-73.7382
16374,Lindenhurst,11757-5025,NY,40.6868,-73.3735
16372,Lake george,12845,NY,43.426,-73.7122
16370,Kew gardens,11415-1150,NY,40.7139,-73.8307
16369,Keeseville,12944,NY,44.505,-73.4801
16368,Jericho,11753-1451,NY,40.792,-73.5398
16367,Jamesville,13078-9588,NY,42.992,-76.0716
16366,Jamaica ny,11434,NY,,
16365,Jamaica,11434,NY,40.6915,-73.8057
16364,Jackson heights,11372-5984,NY,40.75,-73.89
16363,Jackson heights,11372-1670,NY,40.75,-73.89
16362,Ithaca,14850,NY,42.4396,-76.4968
16361,Huntington station,11746-3117,NY,40.8534,-73.4115
16360,Huntington station,11746-2815,NY,40.8534,-73.4115
16359,Huntington,11743,NY,40.8682,-73.4257
16358,Holbrook,11741-1117,NY,40.8123,-73.0784
16357,Highland mills,10930-5100,NY,41.347,-74.1263
16356,Hicksville,11801-3237,NY,40.7684,-73.5251
16354,Hicksville,11801,NY,40.7684,-73.5251
16353,Hempstead,11550-3521,NY,40.7063,-73.6187
16352,Hartsdale,10530-2526,NY,41.019,-73.7982
16351,Harrison,10528-1706,NY,40.969,-73.7126
16350,Hampton bays,11946-3217,NY,40.869,-72.5176
16349,Hamilton,13346,NY,42.8269,-75.5444
16348,Greenlawn,11740-3006,NY,40.869,-73.3651
16347,Great neck,11024-1543,NY,40.8007,-73.7285
16345,Great neck,11021-3642,NY,40.8007,-73.7285
16344,Great neck,11021-1441,NY,40.8007,-73.7285
16343,Glens falls,12801-2653,NY,43.3097,-73.6441
16342,Glendale,11385-6600,NY,,
16341,Gardens,11413,NY,,
16340,Freeville,13068-9715,NY,42.5131,-76.347
16339,Forest hills,11375-6726,NY,40.7227,-73.8479
16338,Forest hills,11375-3167,NY,40.7227,-73.8479
16337,Forest hills,11375,NY,40.7227,-73.8479
16333,Flushing,11367-3122,NY,40.7654,-73.8174
16332,Flushing,11355-2214,NY,40.7654,-73.8174
16330,Farmingdale,11735-6808,NY,40.7326,-73.4454
16327,Far rockaway,11691-5812,NY,40.59,-73.8
16326,Far rockaway,11691-1724,NY,40.59,-73.8
16325,Fairport,14450,NY,43.0993,-77.443
16324,Elmont,11003-3409,NY,40.7009,-73.7129
16323,Elmhurst,11373-7401,NY,40.7366,-73.8784
16322,Elmhurst,11373-3811,NY,40.7366,-73.8784
16321,East islip,11730-2106,NY,40.732,-73.1857
16320,East amherst,14051,NY,43.0184,-78.6967
16319,Corona,11368-3642,NY,40.747,-73.8601
16318,Corning,14830-3111,NY,42.1429,-77.0547
16317,Copiague,11726-3325,NY,40.6841,-73.4008
16316,Colden,14033-9631,NY,42.6442,-78.6847
16315,Clinton,13323,NY,43.0484,-75.3785
16313,Clifton springs,14432-9734,NY,42.9617,-77.14
16311,Cicero,13039-9394,NY,43.179,-76.0407
16309,Chestertown,12817,NY,43.6526,-73.801
16308,Cheektowaga,14227-2665,NY,42.9034,-78.7548
16306,Chappaqua,10514-2738,NY,41.1595,-73.7649
16305,Canandaigua,14424-1605,NY,42.8845,-77.2784
16303,Buffalo,14221-3113,NY,42.9333,-78.877
16302,Brooklyn,11238-4635,NY,40.6922,-73.9902
16298,Brooklyn,11238-2533,NY,40.6922,-73.9902
16297,Brooklyn,11236-5413,NY,40.6922,-73.9902
16295,Brooklyn,11235-4528,NY,40.6922,-73.9902
16293,Brooklyn,11235-4404,NY,40.6922,-73.9902
16292,Brooklyn,11235-2668,NY,40.6922,-73.9902
16287,Brooklyn,11234-5409,NY,40.6922,-73.9902
16284,Brooklyn,11234-3130,NY,40.6922,-73.9902
16283,Brooklyn,11230-7600,NY,40.6922,-73.9902
16282,Brooklyn,11230-7343,NY,40.6922,-73.9902
16281,Brooklyn,11230,NY,40.6922,-73.9902
16279,Brooklyn,11229-2747,NY,40.6922,-73.9902
16278,Brooklyn,11229-2629,NY,40.6922,-73.9902
16276,Brooklyn,11226-6518,NY,40.6922,-73.9902
16275,Brooklyn,11226-6109,NY,40.6922,-73.9902
16274,Brooklyn,11226-1152,NY,40.6922,-73.9902
16272,Brooklyn,11222-1517,NY,40.6922,-73.9902
16271,Brooklyn,11222,NY,40.6922,-73.9902
16270,Brooklyn,11221,NY,40.6922,-73.9902
16268,Brooklyn,11220,NY,40.6922,-73.9902
16266,Brooklyn,11219-4102,NY,40.6922,-73.9902
16265,Brooklyn,11216-4220,NY,40.6922,-73.9902
16262,Brooklyn,11216-2809,NY,40.6922,-73.9902
16261,Brooklyn,11216-1113,NY,40.6922,-73.9902
16260,Brooklyn,11215,NY,40.6922,-73.9902
16258,Brooklyn,11214,NY,40.6922,-73.9902
16257,Brooklyn,11211-4009,NY,40.6922,-73.9902
16256,Brooklyn,11210-4231,NY,40.6922,-73.9902
16255,Brooklyn,11205-3075,NY,40.6922,-73.9902
16253,Brooklyn,11204-2346,NY,40.6922,-73.9902
16252,Brooklyn,11204-2255,NY,40.6922,-73.9902
16250,Brooklyn,11204,NY,40.6922,-73.9902
16249,Bronx,10473,NY,40.8262,-73.9231
16248,Bronx,10471-1505,NY,40.8262,-73.9231
16247,Bronx,10469-4204,NY,40.8262,-73.9231
16245,Bronx,10460,NY,40.8262,-73.9231
16244,Bronx,10456-5747,NY,40.8262,-73.9231
16243,Bronx,10451-6129,NY,40.8262,-73.9231
16242,Brockport,14420-3015,NY,43.2137,-77.9392
16241,Bellmore,11710-4604,NY,40.6687,-73.5271
16240,Bayside,11361-3606,NY,40.7684,-73.7771
16239,Bayside,11361-3525,NY,40.7684,-73.7771
16236,Bayside,11361-2214,NY,40.7684,-73.7771
16235,Bayshore,11706,NY,40.7251,-73.2454
16233,Ballston spa,12020,NY,43.0009,-73.849
16232,Ballston lake,12019-9338,NY,42.9117,-73.8682
16230,Baldwinsville,13027,NY,43.1587,-76.3327
16229,Babylon,11702-1008,NY,40.6957,-73.3257
16227,Astoria,11105-2916,NY,40.75,-73.94
16226,Amsterdam,12010-6287,NY,42.9434,-74.185
16225,Amityville,11701-4103,NY,40.679,-73.4171
16224,Amherst,14228-3327,NY,42.9784,-78.7998
16222,Altamont,12009-3814,NY,42.7006,-74.0337
16221,Alexander,14005-9624,NY,42.9012,-78.2567
16218,Alden,14004-9493,NY,42.9001,-78.492
16217,Albany,12208-1051,NY,42.6512,-73.755
16216,Albany,12208,NY,42.6512,-73.755
16215,Albany,12205-4405,NY,42.6512,-73.755
16214,Albany,12205,NY,42.6512,-73.755
16213,Addison,14801-9284,NY,42.1052,-77.2341
16212,Yerington,89447,NV,38.9939,-119.1632
16211,Reno,89523-9081,NV,39.5293,-119.8137
16210,Reno,89521-8364,NV,39.5293,-119.8137
16209,Reno,89521-6348,NV,39.5293,-119.8137
16208,Reno,89512-4712,NV,39.5293,-119.8137
16207,Reno,89509-3502,NV,39.5293,-119.8137
16206,Reno,89509-3216,NV,39.5293,-119.8137
16205,Reno,89509,NV,39.5293,-119.8137
16204,Reno,89506,NV,39.5293,-119.8137
16203,Pahrump,89048,NV,36.2083,-115.9839
16202,North las vegas,89085,NV,36.2008,-115.1121
16201,North las vegas,89084,NV,36.2008,-115.1121
16200,Mesquite,89027-8801,NV,36.804,-114.0681
16198,Las vegas,89178,NV,36.1663,-115.1492
16193,Las vegas,89170,NV,36.1663,-115.1492
16191,Las vegas,89169-0319,NV,36.1663,-115.1492
16190,Las vegas,89147-4148,NV,36.1663,-115.1492
16189,Las vegas,89139-7481,NV,36.1663,-115.1492
16188,Las vegas,89135-3266,NV,36.1663,-115.1492
16187,Las vegas,89135-1650,NV,36.1663,-115.1492
16186,Las vegas,89123-1703,NV,36.1663,-115.1492
16185,Las vegas,89121-5786,NV,36.1663,-115.1492
16184,Las vegas,89121-4132,NV,36.1663,-115.1492
16183,Las vegas,89108-3350,NV,36.1663,-115.1492
16182,Las vegas,89103-4201,NV,36.1663,-115.1492
16181,Las vegas,89102-2032,NV,36.1663,-115.1492
16180,Henderson,89044-0499,NV,36.0391,-114.9819
16179,Henderson,89015,NV,36.0391,-114.9819
16178,Gardnerville,89410-5606,NV,38.9413,-119.7496
16177,Dayton,89403-6358,NV,39.2371,-119.593
16175,Dayton,89403-3017,NV,39.2371,-119.593
16174,Carson city,89701,NV,39.1638,-119.7674
16173,Boulder city,89006-1588,NV,35.9786,-114.8325
16172,Boulder city,89005-3710,NV,35.9786,-114.8325
16171,Boulder city,89005-1532,NV,35.9786,-114.8325
16170,Mt holly,28120,NC,35.2982,-81.0159
16169,Emerald isle,28594-2143,NC,34.6779,-76.9508
16168,Silver city,88061-4969,NM,32.7725,-108.2794
16164,Santa fe,87506-4536,NM,35.687,-105.9378
16163,Santa fe,87501-2335,NM,35.687,-105.9378
16162,Placitas,87043-9202,NM,35.307,-106.4247
16161,Pep,88126-9720,NM,,
16160,Mimbres,88049-8005,NM,,
16159,Lovington,88260-4320,NM,32.944,-103.3486
16157,Los alamos,87544-3423,NM,35.8585,-106.3172
16156,La luz,88337-9539,NM,32.9779,-105.9419
16153,Jal,88252-0219,NM,32.1132,-103.1935
16152,Hobbs,88242-0715,NM,32.7026,-103.136
16150,Hobbs,88240-2206,NM,32.7026,-103.136
16149,Farmington,87401-9285,NM,36.7304,-108.2089
16148,Farmington,87401,NM,36.7304,-108.2089
16147,Cedar crest,87008-9718,NM,35.1075,-106.3728
16146,Albuquerque,87194-7730,NM,35.0841,-106.651
16145,Albuquerque,87120-4507,NM,35.0841,-106.651
16144,Albuquerque,87114-5327,NM,35.0841,-106.651
16143,Albuquerque,87113-1282,NM,35.0841,-106.651
16142,Albuquerque,87112-1159,NM,35.0841,-106.651
16141,Albuquerque,87111,NM,35.0841,-106.651
16140,Albuquerque,87110-4734,NM,35.0841,-106.651
16139,Albuquerque,87110,NM,35.0841,-106.651
16138,Woodstown,8098,NJ,39.6515,-75.3282
16136,Willingboro,8046,NJ,40.0279,-74.8691
16135,Wildwood,08260-3415,NJ,38.9918,-74.8149
16134,Wharton,07885-2552,NJ,40.8932,-74.5818
16133,Westwood,07675-2501,NJ,40.9912,-74.0326
16131,West orange,7052,NJ,40.7987,-74.239
16128,West milford,7480,NJ,41.1312,-74.3674
16127,Wenonah,08090-1319,NJ,39.7946,-75.1488
16126,Union,07083-8090,NJ,40.6976,-74.2632
16125,Trenton,08638-3349,NJ,40.2171,-74.7429
16124,Trenton,08620-9413,NJ,40.2171,-74.7429
16123,Trenton,08619-3926,NJ,40.2171,-74.7429
16122,Toms river,08757-5541,NJ,39.9537,-74.198
16121,Toms river,08757-2731,NJ,39.9537,-74.198
16120,Titusville,8560,NJ,,
16119,Teterboro,07608-1200,NJ,40.8598,-74.0593
16117,Summit,07901-1536,NJ,40.7182,-74.3592
